Name,Location,Category,Bio URL,Since Date,Description,Image URL,Tags,Latitude,Longitude,Status,Video
Cyril Bandolo,"Douala, Cameroon",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/cyril-bandolo/?did=dh_card&trk=dh_card,Hero since 2022,Cyril Bandolo is a data scientist working as Senior Cloud Developer at Serverless Guru. Cyril and his team...,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/nov/Cyril_Headshot%20100.b761c52f87aa01cec037da934172f7208ff8e65c.png,"Europe, Middle East, & Africa|AWS Machine Learning Hero|2022|Conference Speaker|Blogger",4.0429389,9.7062018,,
Cyrus Wong,Hong Kong,AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/cyrus-wong/?did=dh_card&trk=dh_card,Hero since 2016,Cyrus is Data Scientist of Cloud Innovation Centre at the IT Department of the Hong Kong...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cyrusw-headshotcircle-100px.a8668ad209bed9f0897a4ddea324f9bfcb3e3fa4.png,Asia Pacific|Trainer / Educator|AWS Machine Learning Hero|2016|Conference Speaker|Blogger|Open Source Contributor,22.350627,114.1849161,,
Damian Olguin,"Cordoba, Argentina",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/damian-olguin/?did=dh_card&trk=dh_card,Hero since 2020,"Damian is a tech entrepreneur and one of the founders of Teracloud, an AWS APN Partner…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/damian-olguin.53d0af743bfa10707413b9b37445097a551a6da9.png,2020|AWS Community Hero|Americas|Conference Speaker|Meetup Organizer|Blogger|Latin America,-31.959109,-65.1900301,,
Daniel Aniszkiewicz,"Wrocław, Poland",AWS Security Hero,https://aws.amazon.com/developer/community/heroes/daniel-aniszkiewicz/?did=dh_card&trk=dh_card,Hero since 2024,"Daniel is a Senior Software Engineer at Algoteque International Hub, currently working with one of the UK&#39;s ...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Daniel%20Aniszkiewicz-100.98ee9f321d9cc498d8e584f7f583e80c4e8f01a0.png,"Europe, Middle East, & Africa|AWS Security Hero|2024|emea|Blogger|2024|Technical Author",51.1263106,16.9781963,Next up,
Daniel Rankov,"Sofia, Bulgaria",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/daniel-rankov/?did=dh_card&trk=dh_card,Hero since 2021,Daniel Rankov is building and leading Several Clouds to become a premier Cloud and DevOps...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/daniel-rankov.1487dd7ef45401dc08d7482d5b55318ec64cd926.png,"Europe, Middle East, & Africa|AWS Community Hero|Meetup Organizer|2021|Open Source Contributor|Blogger",42.6792938,23.3011089,,
Danielle Heberling,"Hillsboro, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/danielle-heberling/?did=dh_card&trk=dh_card,Hero since 2023,Danielle Heberling is a software engineer with a background that includes being a musician ....,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/danielle-heberling-modified.44a3833df55fcfcc7cc804672562c909bc4ab3aa.png,Trainer / Educator|2023|AWS Serverless Hero|North America|namer|United States,45.5228939,-122.989827,Next up,
Dave Stauffacher,"Milwaukee, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dave-stauffacher/?did=dh_card&trk=dh_card,Hero since 2019,Dave Stauffacher is a Chief Platform Engineer focused on cloud engineering at Direct Supply...,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/davestauffacher-headshotcircle-100px.cacaee64f3965348ad13f2077ab81a79edeed7c3.png,Americas|AWS Community Hero|Conference Speaker|North America|2019|Blogger,43.0386475,-87.9090751,,
Denis Astahov,"Vancouver, Canada",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/denis-astahov/?did=dh_card&trk=dh_card,Hero since 2021,"Denis is a Solutions Architect at OpsGuru, where he automates and develops various cloud...",https://d1.awsstatic.com/user-groups/IMG_7757-circled.803e555f31a2426470917e72420052d7cac21832.png,AWS Community Hero|Trainer / Educator|Americas|2021|North America|Technical Author,49.2608724,-123.113952,,
Denis Bauer,"Adelaide, Australia",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/denis-bauer/?did=dh_card&trk=dh_card,Hero since 2020,Dr Denis Bauer is a Principal Research Scientist at Australia’s government research agency…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/denis-bauer.264717c5ed2a0c367155dcadbe38172be20e6467.png,Asia Pacific|2020|Conference Speaker|AWS Data Hero|Technical Author|Open Source Contributor,-34.9281805,138.5999312,,
Dhaval Nagar,"Surat, India",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/dhaval-nagar/?did=dh_card&trk=dh_card,Hero since 2020,"Dhaval is founder and director of cloud consulting firm AppGambit, based in India. He...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/dhaval-nagar.b5b24a60dd8a59e405b329d2b39900ad4af16deb.png,Trainer / Educator|2020|Asia Pacific|Conference Speaker|AWS Serverless Hero|Meetup Organizer|Blogger,21.2094892,72.8317058,,
Dheeraj Choudhary,"Maharashtra, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dheeraj-choudhary/?did=dh_card&trk=dh_card,Hero since 2023,Dheeraj is a Lead Engineer focused in AWS Cloud and DevOps Domain with 10+ years of IT experience ...,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Dheeraj%20Choudhary_100.23fbaab0bf1166abb918ded6056e23651f463f1f.png,Asia Pacific|AWS Community Hero|2023|India|2023|apac|Open Source Contributor|Technical Author|Blogger,19.3183904,72.8991697,,
Dijeesh Padinharethil,"Kochi, India",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/dijeesh-padinharethi/?did=dh_card&trk=dh_card,Hero since 2021,"Dijeesh Padinharethil works at Sedai.io as a Director of Engineering, where he leads the DevO…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/dijeesh-padinharethi.102826c6555af5e8bf80351e129a65ebdc6454e1.png,Asia Pacific|Conference Speaker|2021|AWS Container Hero|Meetup Organizer|Blogger,9.9679032,76.2444378,,
Dipali Kulshrestha,"Delhi, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dipali-kulshrestha/?did=dh_card&trk=dh_card,Hero since 2022,"Dipali is Vice President of Data Engineering at Natwest Group, with 18 years of…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/dipali-kulshrestha.5b2c76df5e18fdbbd7640cc95d4865e22587ce67.png,Trainer / Educator|Asia Pacific|AWS Community Hero|Conference Speaker|2022|Meetup Organizer|Blogger|Technical Author,28.6273928,77.1716954,Next up,
Dominik Grzywaczewski,"Lublin, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dominik-grzywaczewski/?did=dh_card&trk=dh_card,Hero since 2023,Dominik is a Senior Cloud Site Reliability Engineer at Chaos Gears with more than 15 years of experience in IT...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/dominik_grzywaczewski-modified.267c3f9b66946561f25e90e5e3f73acf38185526.png,"Europe, Middle East, & Africa|AWS Community Hero|2023|Poland|Meetup Organizer|emea|Open Source Contributor",51.2181945,22.5546776,,
Drew Firment,"Richmond, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/drew-firment/?did=dh_card&trk=dh_card,Hero since 2017,Drew Firment is a managing partner at A Cloud Guru working with organizations that seek to...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/drewfi-headshotcircle-100px.4106bb5146f21e2e00d797a88b87e299857100f2.png,Americas|Trainer / Educator|AWS Community Hero|Conference Speaker|North America|2017|Blogger,37.5385087,-77.43428,Next up,
Dzenan Dzevlan,"Mostar, Bosnia and Herzegovina",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dzenan-dzevlan/?did=dh_card&trk=dh_card,Hero since 2020,Dzenan is currently working as a part of the Production Engineering team for Yahoo. ...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dzenan-dzevlan.3bc5fd7c9c9a29eecf4f7b869e05e9ef5c247396.png,"2020|Europe, Middle East, & Africa|AWS Community Hero|Trainer / Educator|Conference Speaker|Meetup Organizer|Blogger",43.3435855,17.8076584,Next up,
Dzenana Dzevlan,"Sarajevo, Bosnia and Herzegovina",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dzenana-dzevlan/?did=dh_card&trk=dh_card,Hero since 2024,"Dzenana is a co-founder and Technical Manager at allOps Solutions, APN Partner company. With extensive experience on large-scale projects, she ....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/dzenana_dzevlan_new_picture-100.4c8cdbf61711a2107839cfd8b03203927bd88b1a.png,"Blogger|2024|Meetup Organizer|2024|Trainer / Educator|Europe, Middle East, & Africa|emea|AWS Community Hero|Conference Speaker",43.8519774,18.3866868,Next up,
Ed Miller,"San Jose, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/ed-miller/?did=dh_card&trk=dh_card,Hero since 2022,Ed Miller is a Senior Principal Engineer at Arm where he leads technical engagements with strategic partners around machine learning and IoT...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/ed_miller-modified.c46e81090dbd66dd1620f1d08dffc39e5bac5427.png,AWS Machine Learning Hero|2022|North America|Technical Author|Open Source Contributor,37.3361663,-121.890591,,
Efi Merdler-Kravitz,"Tel Aviv, Israel",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/efi-merdler-kravitz/?did=dh_card&trk=dh_card,Hero since 2020,"Efi a Staff Engineer in Melio&#39;s Platform Engineering Group, and focus on helping the development organization...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/Efi%20Merdler-Kravitz-100.b78b65f4dabb9f355c5f522f5d016eceb097dd87.png,"Open Source Contributor|Europe, Middle East, & Africa|AWS Serverless Hero|2020|Trainer / Educator|Technical Author",32.0852997,34.7818064,,
Elliott Cordo,"Berkeley Heights, USA",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/elliott-cordo/?did=dh_card&trk=dh_card,Hero since 2020,"Elliott is an expert in data engineering, data warehousing, information management, and...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/elliott-cordo.058f5552c34e5c41912c9621699d013aeaebe399.png,Americas|Trainer / Educator|2020|Conference Speaker|North America|AWS Data Hero|Technical Author|Blogger,40.6834349,-74.442653,,
Emin Alemdar,"Izmir, Turkey",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/emin-alemdar/?did=dh_card&trk=dh_card,Hero since 2023,"Emin is working as a Solutions Architect. He has undertaken tasks such as producing solutions related to Enterprise Kubernetes, ...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Emin-Alemdar-100.c5cf5171c09246f9ad35c05afdd031076cf36990.png,"Europe, Middle East, & Africa|2023|AWS Container Hero|2023|emea|Open Source Contributor",38.23166,27.02997,,
Emrah Şamdan,"Ankara, Turkey",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/emrah-samdan/?did=dh_card&trk=dh_card,Hero since 2020,"Emrah is the AWS Serverless Hero, obsessed with developer experience and observability. He&#39;s the co-founder...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/emrah-samdan.093995ad86b7810ff09ea1cb9dbfafc79e002fe8.png,"2020|Europe, Middle East, & Africa|Conference Speaker|AWS Serverless Hero|Blogger|Technical Author",39.9207759,32.8540497,,
Eric Hammond,"Los Angeles, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/eric-hammond/?did=dh_card&trk=dh_card,Hero since 2014,Eric Hammond has been an active user and supporter of AWS since 2007. An early pioneer in...,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/eric-hammond-100.4fa36fa024cadae27e3ec37f53e9628413b78cc9.png,Americas|AWS Serverless Hero|North America|2014|Blogger,34.0745997,-118.0534304,Next up,
Ernest Chiang,"Taipei City, Taiwan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/ernest-chiang/?did=dh_card&trk=dh_card,Hero since 2020,"Ernest Chiang, also known as Deng-Wei Chiang, started his AWS journey in 2008. He is...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/ernest-chiang.7080e163e723e58f05856cfce9207dd01b497be2.png,AWS Community Hero|Asia Pacific|Trainer / Educator|2020|Conference Speaker|Technical Author,25.0384808,121.562009,,
Evandro Pires,"Blumenau, Brazil",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/evandro-pires/?did=dh_card&trk=dh_card,Hero since 2023,"Evandro is a CTO who started programming at 12 years old, in Clipper, because of his father ...",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Evandro%20Pires_100.608b79e2b6c39c968879619fdf6511930569d76d.png,Trainer / Educator|2023|latam|Conference Speaker|AWS Serverless Hero|2023|Latin America|Open Source Contributor|Serverless|Technical Author|Blogger,-26.9195567,-49.0658025,,
Ewere Diagboya,"Lagos, Nigeria",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/ewere-diagboya/?did=dh_card&trk=dh_card,Hero since 2020,"Ewere started his career in tech in 2003 as a Developer in PHP, Visual Basic, HTML, and CSS. ...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/ewere-diagboya.52f1b1e5be2b95b80f6e709de06e1db1fbe7302a.png,"2020|Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Meetup Organizer|Blogger|Technical Author",6.4550575,3.3941795,,
Faizal Khan,"Hyderabad, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/faizal-khan/?did=dh_card&trk=dh_card,Hero since 2022,"Faizal is a tech entrepreneur, currently Founder & CEO at Ecomm.in and Xite Logic…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/faizal-khan.7cf3b2f5d51b5d8b5b6f90e6ac26d8d52584f5aa.png,Trainer / Educator|Asia Pacific|AWS Community Hero|Conference Speaker|2022|Meetup Organizer|Blogger,17.360589,78.4740613,,
Faye Ellis,"London, United Kingdom",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/faye-ellis/?did=dh_card&trk=dh_card,Hero since 2024,"Faye is a Principal Training Architect at Pluralsight, specializing in helping organizations and individuals to develop their AWS skills, and has taught AWS to millions of people worldwide....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/Faye-Ellis-100.b7719945ff5b62470eeb97ea7fd5654687ae0307.png,"Conference Speaker|2024|AWS Community Hero|Trainer / Educator|Technical Author|Europe, Middle East, & Africa|emea|2024",51.4893335,-0.1440551,,
Filip Pyrek,"Brno, Czech Republic",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/filip-pyrek/?did=dh_card&trk=dh_card,Hero since 2022,"Filip Pyrek is Serverless Architect at Purple Technology, developing and operating…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/filip-pyrek.016a1496f09ca34459980d210d28286da865e0be.png,"Europe, Middle East, & Africa|2022|AWS Serverless Hero|Meetup Organizer|Blogger|Technical Author",49.1922443,16.6113382,Next up,
Filipe Barretto,"Rio de Janiero, Brazil",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/filipe-barretto/?did=dh_card&trk=dh_card,Hero since 2020,"Filipe is one of the founders of Solvimm, an AWS Consulting Partner since 2013. His main goal...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/filipe-barretto.5c3361ca034a5c4ff8c382ea4182f465f37410d9.png,Trainer / Educator|2020|Americas|AWS Community Hero|Conference Speaker|Meetup Organizer|Latin America|Blogger,-22.9180718,-47.0778683,,
Francesco Pochetti,Luxembourg,AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/francesco-pochetti?did=dh_card&trk=dh_card,Hero since 2019,"Francesco first got in touch with Machine Learning back in 2013, taking Stanford's...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/francescop-headshotcircle-100px.ab0355130ea94bfc43d2e356b686863edaddaf1b.png,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Meetup Organizer|Blogger|2019",49.6112768,6.129799,,
Francisco Edilton,"Lisbon, Portugal",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/francisco-edilton/?did=dh_card&trk=dh_card,Hero since 2016,"Francisco is an entrepreneur and Site Reliability Engineer at Certain. Before moving to Ireland, he...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/franciscoe-headshotcircle-100px.855021d2259c06bb1effc748b34dd8fcfd5f2be6.png,"Trainer / Educator|AWS Community Hero|Europe, Middle East, & Africa|2016|Meetup Organizer",38.7077507,-9.1365919,,
Franck Pachot,"Lausanne, Switzerland",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/franck-pachot/?did=dh_card&trk=dh_card,Hero since 2020,"Franck is Developer Advocate at Yugabyte. Passionate about all databases, he is now focusing…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/franck-pachot.13679945491ccb1dbc63c006c8b28d1200821979.png,"Trainer / Educator|2020|Europe, Middle East, & Africa|Conference Speaker|AWS Data Hero|Technical Author|Blogger",46.5218269,6.6327025,,
Gabriel Ramirez,"Mexico City, Mexico",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/gabriel-ramirez/?did=dh_card&trk=dh_card,Hero since 2019,Gabriel has worked as an AWS Authorized Trainer for years and holds 10 AWS certifications...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/gabriel-ramirez-circular-headshot.bb0573ec5a5d015014c551f12fa5da74cf0faf9c.png,Americas|Trainer / Educator|AWS Community Hero|Conference Speaker|Meetup Organizer|Latin America|2019|Technical Author|Blogger,19.3207722,-99.1514678,,
Gaurav Kamboj,"Mumbai, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/gaurav-kamboj/?did=dh_card&trk=dh_card,Hero since 2019,"Gaurav is a Cloud Architect at Hotstar, India's leading OTT provider that holds a global...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/gauravk-headshotcircle-100px.6be6aa13ea4d3e359f76f45ce699b4d89da5e788.png,Asia Pacific|AWS Community Hero|Conference Speaker|Meetup Organizer|2019,19.054999,72.8692035,,
Gerardo Castro,"Callao, Perú",AWS Security Hero,https://aws.amazon.com/developer/community/heroes/gerardo-castro/?did=dh_card&trk=dh_card,Hero since 2023,Gerardo is a Security Solutions Architect and AWS Security Black Belt for his work at Caleidos...,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/secuirty/gerardo-castro-100.590c531203aa507b6ce9e8eef6e9f34e989b4cda.png,2023|AWS Security Hero|latam|Conference Speaker|Meetup Organizer|2023|Latin America|Peru|Open Source Contributor,-11.8373115,-77.1262405,,
Gert Leenders,Brussels. Belgium,AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/gert-leenders/?did=dh_card&trk=dh_card,Hero since 2021,"Gert Leenders started his career as a developer in 2001. Eight years ago, his focus shifted…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/gert-leenders.2ecbe62bc2a4efd9df8e9bd91c0359ff4e020c57.png,"Europe, Middle East, & Africa|AWS DevTools Hero|Meetup Organizer|2021|Open Source Contributor|Blogger",50.8465573,4.351697,,
Gillian McCann,"Ireland, United Kingdom",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/gillian-mccann/?did=dh_card&trk=dh_card,Hero since 2018,Gillian is Co-Founder and CTO of Workgrid Software where she focuses on Serverless SaaS Architecture...,https://d1.awsstatic.com/user-groups/gillian_mccann-round.37c7ff38a72536fd6731c181ff7d9c0ba1daeffe.png,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Conference Speaker|Blogger|2018",52.0600343,-0.347478,,
Gojko Adzic,"London, United Kingdom",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/gojko-adzic/?did=dh_card&trk=dh_card,Hero since 2019,Gojko Adzic is a partner at Neuri Consulting LLP and a co-founder of MindMup...,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/gojkoadzic-headshotcircle-100px.2c4c2dc21009fb69b0561315cd4cd35fdce8ce24.png,"Europe, Middle East, & Africa|AWS Serverless Hero|Conference Speaker|2019|Blogger|Technical Author",51.4893335,-0.1440551,,
Goran Opacic,"Belgrade, Serbia",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/goran-opacic/?did=dh_card&trk=dh_card,Hero since 2019,Goran is the CEO and owner of Esteh and community leader of AWS User Group Belgrade...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/goran-opacic-circular-headshot.9a48d689d182979319a16f0009d54983995c840d.png,"Europe, Middle East, & Africa|Conference Speaker|Meetup Organizer|Blogger|AWS Data Hero|2019",44.8178131,20.4568974,,
Guillermo Fisher,"Norfolk, USA",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/guillermo-fisher/?did=dh_card&trk=dh_card,Hero since 2019,Guillermo Fisher is the Director of Engineering at Untapped—a diversity recruiting platform that helps...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/guillermo-fisher-circular-headshot.a94f588b3b21c5006f4f94cd5bb741d925f82ca6.png,Americas|Conference Speaker|North America|2019|AWS Data Hero|Blogger|Technical Author,36.8493695,-76.2899539,,
Guy Ernest,"Woodinville, WA, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/guy-ernest?did=dh_card&trk=dh_card,Hero since 2019,Guy is busy in taking machine learning and AI to the masses. The main audience...,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/guye-headshotcircle-100px.0bc5c8e860a6825dc51cebbc610c71d633b9266f.png,Americas|AWS Machine Learning Hero|Conference Speaker|2019|Blogger|Technical Author,47.7545827,-122.1588902,,
Hazel Saenz,"Guatemala, Guatemala",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/hazel-saenz/?did=dh_card&trk=dh_card,Hero since 2024,"Hazel is a Software Architect at Cognits, a software development company that assists businesses in the U.S...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/hazel-100.b33f18a96006f3f173a75af760db2b063f5e5e3f.png,latam|AWS Serverless Hero|Meetup Organizer|Latin America|2024|2024|Blogger,15.5855545,-90.345759,,
Hidetoshi Matsui,"Hamamatsu, Japan",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/hidetoshi-matsui/?did=dh_card&trk=dh_card,Hero since 2021,Hidetoshi Matsui is a developer at Startup Technology Inc. and a member of the Japan AWS…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/matsui-hidetoshi.798586faf2d8615270a07eb6a7cfc71b0e069f84.png,Asia Pacific|AWS Serverless Hero|Conference Speaker|2021|Blogger|Open Source Contributor,34.7109786,137.7259431,,
Hirokazu Hatano,"Tokyo, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/hirokazu-hatano/?did=dh_card&trk=dh_card,Hero since 2020,"Hirokazu Hatano is the founder & CEO of Operation Lab, LLC., which focuses on…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/hirokazu-hatano.a17049b7f39e8bea32ae0fe61297687512931bf0.png,Asia Pacific|2020|AWS Community Hero|Meetup Organizer|Technical Author,35.6768601,139.7638947,,
Hiroko Nishimura,"Washington D.C., USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/hiroko-nishimura/?did=dh_card&trk=dh_card,Hero since 2020,"Hiroko Nishimura (Hiro) founded AWS Newbies, published  AWS for Non-Engineers , and teaches...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/Hiro%20Nishimura.eebd9488282fcbed94e1f4fe118b603e1a1d0fff.png,Trainer / Educator|2020|AWS Community Hero|Americas|Blogger|Technical Author,38.8950368,-77.0365427,,
Hiromi Ito,"Osaka, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/hiromi-ito/?did=dh_card&trk=dh_card,Hero since 2020,"Since joining the Japanese AWS User Group (JAWS-UG) in 2014, Hiromi has been actively involved in...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/hiromi-ito.f869e7287a98882abd2984334582a77d00f3233b.png,AWS Community Hero|Asia Pacific|2020|Conference Speaker|Meetup Organizer|Blogger,34.6937569,135.5014539,Next up,
Hyunmin Kim,"Seoul, Korea",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/hyunmin-kim/?did=dh_card&trk=dh_card,Hero since 2020,Hyunmin is a manager in Megazone Cloud's Commercial Technology Center Solutions Architect...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/hyunmin-kim.69f545439d5cde2d1bb73b281d9e89cba962625f.png,AWS Community Hero|Asia Pacific|2020|Meetup Organizer|Open Source Contributor|Blogger,37.5666791,126.9782914,,
Ian Mckay,"Sydney, Australia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/ian-mckay/?did=dh_card&trk=dh_card,Hero since 2020,"Ian is the Cloud Principal at Kablamo, a cloud product development and data consultancy specializing...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/ian-mckay.8140d4f6168cbe08dddb1787ce88ef6cf5da8272.png,Asia Pacific|2020|AWS Community Hero|Conference Speaker|Open Source Contributor|Technical Author|Blogger,-33.8698439,151.2082848,,
Ilanchezhian Ganesamurthy,"Chennai, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/ilanchezhian-ganesamurthy/?did=dh_card&trk=dh_card,Hero since 2024,Ilanchezhian Ganesamurthy (Ilan) is a seasoned technologist with over two decades of experience in the software industry. He is currently...,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/Ilanchezhian-100.25577941b6492f40546505635288e07b62bf06dd.png,AWS Community Hero|2024|Conference Speaker|Trainer / Educator|Meetup Organizer|apac|2024|Asia Pacific,13.0836939,80.270186,,
Ilya Dmitrichenko,"London, United Kingdom",AWS Container Hero,https://twitter.com/errordeveloper,Hero from 2019 - 2022,No description...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ilya-dmitrichenko-circular-headshot.6a38ef882570654a855120ee0a9265c4ec33f3f5.png,"Europe, Middle East, & Africa|alumni-hero|AWS Container Hero|Blogger|Open Source Contributor",51.4893335,-0.1440551,,
Ivonne Roberts,"Tampa, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/ivonne-roberts/?did=dh_card&trk=dh_card,Hero since 2021,Ivonne is a Principal Software Engineer with over fifteen years of software development…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ivonne-roberts.02648d2331c9ed07bd433b34d084c727b86ebb0d.png,Americas|AWS Serverless Hero|Conference Speaker|North America|2021|Blogger,27.9477595,-82.458444,,
Jacopo Nardiello,"Milan, Italy",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/jacopo-nardiello/?did=dh_card&trk=dh_card,Hero since 2020,"Jacopo is CEO and Founder at SIGHUP, a Milan-based startup focused on Kubernetes…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/jacopo-nardiello.3e21c48520fea6c0efefbac75dd7e2b1d197fe63.png,"2020|Europe, Middle East, & Africa|Conference Speaker|AWS Container Hero|Meetup Organizer|Open Source Contributor|Technical Author|Blogger",45.4641943,9.1896346,,
JaeHyeon Shin,"Seoul, South Korea",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/jaehyeon-shin/?did=dh_card&trk=dh_card,Hero since 2024,"Jaehyeon is a Site Reliability Engineer at MUSINSA, a Korean online fashion retailer. He joined in the AWS Korea User Group in 2017 and has been a co-owner of the...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/_R8A4931-100.6880c6e8f0da099ca0578ef262fa23ccdd8c0356.png,2024|Conference Speaker|Open Source Contributor|AWS Community Hero|Meetup Organizer|apac|2024|Asia Pacific,37.5666791,126.9782914,,
