Name,Location,Category,Bio URL,Since Date,Description,Image URL,Date Created,Date Updated,Tags
Dhaval Nagar,"Surat, India",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/dhaval-nagar/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Dhaval is founder and director of cloud consulting firm AppGambit, based in India. He...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/dhaval-nagar/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/dhaval-nagar.b5b24a60dd8a59e405b329d2b39900ad4af16deb.png,2020-02-27T18:41:10+0000,2025-03-04T18:37:49+0000,Trainer / Educator|2020|Asia Pacific|Conference Speaker|AWS Serverless Hero|Meetup Organizer|Blogger
Dheeraj Choudhary,"Maharashtra, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dheeraj-choudhary/?did=dh_card&trk=dh_card,Hero since 2023,"<p>Dheeraj is a Lead Engineer focused in AWS Cloud and DevOps Domain with 10+ years of IT experience ...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/dheeraj-choudhary/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Dheeraj%20Choudhary_100.23fbaab0bf1166abb918ded6056e23651f463f1f.png,2023-08-31T18:45:02+0000,2025-03-04T18:37:49+0000,Asia Pacific|AWS Community Hero|2023|India|2023|apac|Open Source Contributor|Technical Author|Blogger
Dijeesh Padinharethil,"Kochi, India",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/dijeesh-padinharethi/?did=dh_card&trk=dh_card,Hero since 2021,"<p>Dijeesh Padinharethil works at Sedai.io as a Director of Engineering, where he leads the DevO…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/dijeesh-padinharethi/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/dijeesh-padinharethi.102826c6555af5e8bf80351e129a65ebdc6454e1.png,2021-03-11T20:33:44+0000,2025-03-04T18:37:49+0000,Asia Pacific|Conference Speaker|2021|AWS Container Hero|Meetup Organizer|Blogger
Dipali Kulshrestha,"Delhi, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dipali-kulshrestha/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Dipali is Vice President of Data Engineering at Natwest Group, with 18 years of…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/dipali-kulshrestha/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/dipali-kulshrestha.5b2c76df5e18fdbbd7640cc95d4865e22587ce67.png,2022-03-16T18:00:03+0000,2025-03-04T18:37:49+0000,Trainer / Educator|Asia Pacific|AWS Community Hero|Conference Speaker|2022|Meetup Organizer|Blogger|Technical Author
Dominik Grzywaczewski,"Lublin, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dominik-grzywaczewski/?did=dh_card&trk=dh_card,Hero since 2023,"<p>Dominik is a Senior Cloud Site Reliability Engineer at Chaos Gears with more than 15 years of experience in IT.</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/dominik-grzywaczewski/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/dominik_grzywaczewski-modified.267c3f9b66946561f25e90e5e3f73acf38185526.png,2023-06-02T21:25:08+0000,2025-03-04T18:37:49+0000,"Europe, Middle East, & Africa|AWS Community Hero|2023|Poland|Meetup Organizer|emea|Open Source Contributor"
Drew Firment,"Richmond, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/drew-firment/?did=dh_card&trk=dh_card,Hero since 2017,"<p>Drew Firment is a managing partner at A Cloud Guru working with organizations that seek to...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/drew-firment/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/drewfi-headshotcircle-100px.4106bb5146f21e2e00d797a88b87e299857100f2.png,2019-02-19T19:54:45+0000,2025-03-04T18:37:49+0000,Americas|Trainer / Educator|AWS Community Hero|Conference Speaker|North America|2017|Blogger
Dzenan Dzevlan,"Mostar, Bosnia and Herzegovina",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dzenan-dzevlan/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Dzenan is currently working as a part of the Production Engineering team for <a href=""https://www.yahooinc.com/"" rel=""noopener"" target=""_blank"">Yahoo</a>. ..</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/dzenan-dzevlan/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/dzenan-dzevlan.3bc5fd7c9c9a29eecf4f7b869e05e9ef5c247396.png,2020-02-27T18:41:26+0000,2025-03-04T18:37:49+0000,"2020|Europe, Middle East, & Africa|AWS Community Hero|Trainer / Educator|Conference Speaker|Meetup Organizer|Blogger"
Dzenana Dzevlan,"Sarajevo, Bosnia and Herzegovina",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/dzenana-dzevlan/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Dzenana is a co-founder and Technical Manager at allOps Solutions, APN Partner company. With extensive experience on large-scale projects, she ....</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/dzenana-dzevlan/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/dzenana_dzevlan_new_picture-100.4c8cdbf61711a2107839cfd8b03203927bd88b1a.png,2024-10-30T19:41:00+0000,2025-03-04T18:37:49+0000,"Blogger|2024|Meetup Organizer|2024|Trainer / Educator|Europe, Middle East, & Africa|emea|AWS Community Hero|Conference Speaker"
Ed Miller,"San Jose, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/ed-miller/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Ed Miller is a Senior Principal Engineer at Arm where he leads technical engagements with strategic partners around machine learning and IoT.&nbsp;&hellip;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/ed-miller/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/ed_miller-modified.c46e81090dbd66dd1620f1d08dffc39e5bac5427.png,2022-11-13T21:18:28+0000,2025-03-04T18:37:49+0000,AWS Machine Learning Hero|2022|North America|Technical Author|Open Source Contributor
Efi Merdler-Kravitz,"Tel Aviv, Israel",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/efi-merdler-kravitz/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Efi a Staff Engineer in Melio&#39;s Platform Engineering Group, and focus on helping the development organization...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/efi-merdler-kravitz/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/Efi%20Merdler-Kravitz-100.b78b65f4dabb9f355c5f522f5d016eceb097dd87.png,2020-02-27T18:41:35+0000,2025-03-04T18:37:49+0000,"Open Source Contributor|Europe, Middle East, & Africa|AWS Serverless Hero|2020|Trainer / Educator|Technical Author"
Elliott Cordo,"Berkeley Heights, USA",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/elliott-cordo/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Elliott is an expert in data engineering, data warehousing, information management, and...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/elliott-cordo/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/elliott-cordo.058f5552c34e5c41912c9621699d013aeaebe399.png,2020-05-27T17:22:55+0000,2025-03-04T18:37:49+0000,Americas|Trainer / Educator|2020|Conference Speaker|North America|AWS Data Hero|Technical Author|Blogger
Emin Alemdar,"Izmir, Turkey",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/emin-alemdar/?did=dh_card&trk=dh_card,Hero since 2023,"<p>Emin is working as a Solutions Architect. He has undertaken tasks such as producing solutions related to Enterprise Kubernetes, ...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/emin-alemdar/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Emin-Alemdar-100.c5cf5171c09246f9ad35c05afdd031076cf36990.png,2023-11-10T16:50:25+0000,2025-03-04T18:37:49+0000,"Europe, Middle East, & Africa|2023|AWS Container Hero|2023|emea|Open Source Contributor"
Emrah Şamdan,"Ankara, Turkey",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/emrah-samdan/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Emrah is the AWS Serverless Hero, obsessed with developer experience and observability. He&#39;s the co-founder &hellip;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/emrah-samdan/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/emrah-samdan.093995ad86b7810ff09ea1cb9dbfafc79e002fe8.png,2020-11-12T19:06:20+0000,2025-03-04T18:37:49+0000,"2020|Europe, Middle East, & Africa|Conference Speaker|AWS Serverless Hero|Blogger|Technical Author"
Eric Hammond,"Los Angeles, USA",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/eric-hammond/?did=dh_card&trk=dh_card,Hero since 2014,"<p>Eric Hammond has been an active user and supporter of AWS since 2007. An early pioneer in...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/eric-hammond/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/eric-hammond-100.4fa36fa024cadae27e3ec37f53e9628413b78cc9.png,2019-02-19T19:54:42+0000,2025-03-04T18:37:50+0000,Americas|AWS Serverless Hero|North America|2014|Blogger
Ernest Chiang,"Taipei City, Taiwan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/ernest-chiang/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Ernest Chiang, also known as Deng-Wei Chiang, started his AWS journey in 2008. He is...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/ernest-chiang/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/ernest-chiang.7080e163e723e58f05856cfce9207dd01b497be2.png,2020-02-27T18:41:42+0000,2025-03-04T18:37:50+0000,AWS Community Hero|Asia Pacific|Trainer / Educator|2020|Conference Speaker|Technical Author
Evandro Pires,"Blumenau, Brazil",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/evandro-pires/?did=dh_card&trk=dh_card,Hero since 2023,"<p>Evandro is a CTO who started programming at 12 years old, in Clipper, because of his father ...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/evandro-pires/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Evandro%20Pires_100.608b79e2b6c39c968879619fdf6511930569d76d.png,2023-08-31T19:08:10+0000,2025-03-04T18:37:50+0000,Trainer / Educator|2023|latam|Conference Speaker|AWS Serverless Hero|2023|Latin America|Open Source Contributor|Serverless|Technical Author|Blogger
Ewere Diagboya,"Lagos, Nigeria",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/ewere-diagboya/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Ewere started his career in tech in 2003 as a Developer in PHP, Visual Basic, HTML, and CSS. ...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/ewere-diagboya/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/ewere-diagboya.52f1b1e5be2b95b80f6e709de06e1db1fbe7302a.png,2020-02-27T18:41:49+0000,2025-03-04T18:37:50+0000,"2020|Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Meetup Organizer|Blogger|Technical Author"
Faizal Khan,"Hyderabad, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/faizal-khan/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Faizal is a tech entrepreneur, currently Founder & CEO at Ecomm.in and Xite Logic…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/faizal-khan/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/faizal-khan.7cf3b2f5d51b5d8b5b6f90e6ac26d8d52584f5aa.png,2022-03-16T18:00:05+0000,2025-03-04T18:37:50+0000,Trainer / Educator|Asia Pacific|AWS Community Hero|Conference Speaker|2022|Meetup Organizer|Blogger
Faye Ellis,"London, United Kingdom",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/faye-ellis/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Faye is a Principal Training Architect at Pluralsight, specializing in helping organizations and individuals to develop their AWS skills, and has taught AWS to millions of people worldwide....</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/faye-ellis/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/Faye-Ellis-100.b7719945ff5b62470eeb97ea7fd5654687ae0307.png,2024-08-29T17:41:03+0000,2025-03-04T18:37:50+0000,"Conference Speaker|2024|AWS Community Hero|Trainer / Educator|Technical Author|Europe, Middle East, & Africa|emea|2024"
Filip Pyrek,"Brno, Czech Republic",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/filip-pyrek/?did=dh_card&trk=dh_card,Hero since 2022,"<p>Filip Pyrek is Serverless Architect at Purple Technology, developing and operating…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/filip-pyrek/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/filip-pyrek.016a1496f09ca34459980d210d28286da865e0be.png,2022-03-16T18:00:08+0000,2025-03-04T18:37:50+0000,"Europe, Middle East, & Africa|2022|AWS Serverless Hero|Meetup Organizer|Blogger|Technical Author"
Filipe Barretto,"Rio de Janiero, Brazil",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/filipe-barretto/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Filipe is one of the founders of Solvimm, an AWS Consulting Partner since 2013. His main goal...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/filipe-barretto/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/filipe-barretto.5c3361ca034a5c4ff8c382ea4182f465f37410d9.png,2020-02-27T18:41:58+0000,2025-03-04T18:37:50+0000,Trainer / Educator|2020|Americas|AWS Community Hero|Conference Speaker|Meetup Organizer|Latin America|Blogger
Francesco Pochetti,Luxembourg,AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/francesco-pochetti?did=dh_card&trk=dh_card,Hero since 2019,"<p>Francesco first got in touch with Machine Learning back in 2013, taking Stanford's...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/francesco-pochetti?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/francescop-headshotcircle-100px.ab0355130ea94bfc43d2e356b686863edaddaf1b.png,2019-06-05T16:47:24+0000,2025-03-04T18:37:50+0000,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Meetup Organizer|Blogger|2019"
Francisco Edilton,"Lisbon, Portugal",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/francisco-edilton/?did=dh_card&trk=dh_card,Hero since 2016,"<p>Francisco is an entrepreneur and Site Reliability Engineer at Certain. Before moving to Ireland, he...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/francisco-edilton/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/franciscoe-headshotcircle-100px.855021d2259c06bb1effc748b34dd8fcfd5f2be6.png,2019-02-19T19:54:29+0000,2025-03-04T18:37:50+0000,"Trainer / Educator|AWS Community Hero|Europe, Middle East, & Africa|2016|Meetup Organizer"
Franck Pachot,"Lausanne, Switzerland",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/franck-pachot/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Franck is Developer Advocate at Yugabyte. Passionate about all databases, he is now focusing…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/franck-pachot/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/franck-pachot.13679945491ccb1dbc63c006c8b28d1200821979.png,2020-11-12T19:06:30+0000,2025-03-04T18:37:50+0000,"Trainer / Educator|2020|Europe, Middle East, & Africa|Conference Speaker|AWS Data Hero|Technical Author|Blogger"
Gabriel Ramirez,"Mexico City, Mexico",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/gabriel-ramirez/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Gabriel has worked as an AWS Authorized Trainer for years and holds 10 AWS certifications...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/gabriel-ramirez/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/gabriel-ramirez-circular-headshot.bb0573ec5a5d015014c551f12fa5da74cf0faf9c.png,2019-11-06T17:19:30+0000,2025-03-04T18:37:50+0000,Americas|Trainer / Educator|AWS Community Hero|Conference Speaker|Meetup Organizer|Latin America|2019|Technical Author|Blogger
Gaurav Kamboj,"Mumbai, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/gaurav-kamboj/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Gaurav is a Cloud Architect at Hotstar, India's leading OTT provider that holds a global...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/gaurav-kamboj/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/gauravk-headshotcircle-100px.6be6aa13ea4d3e359f76f45ce699b4d89da5e788.png,2019-03-01T00:11:28+0000,2025-03-04T18:37:50+0000,Asia Pacific|AWS Community Hero|Conference Speaker|Meetup Organizer|2019
Gerardo Castro,"Callao, Perú",AWS Security Hero,https://aws.amazon.com/developer/community/heroes/gerardo-castro/?did=dh_card&trk=dh_card,Hero since 2023,"<p>Gerardo is a Security Solutions Architect and AWS Security Black Belt for his work at Caleidos...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/gerardo-castro/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/secuirty/gerardo-castro-100.590c531203aa507b6ce9e8eef6e9f34e989b4cda.png,2023-07-27T14:31:16+0000,2025-03-04T18:37:50+0000,2023|AWS Security Hero|latam|Conference Speaker|Meetup Organizer|2023|Latin America|Peru|Open Source Contributor
Gert Leenders,Brussels. Belgium,AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/gert-leenders/?did=dh_card&trk=dh_card,Hero since 2021,"<p>Gert Leenders started his career as a developer in 2001. Eight years ago, his focus shifted…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/gert-leenders/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/gert-leenders.2ecbe62bc2a4efd9df8e9bd91c0359ff4e020c57.png,2021-06-03T18:06:25+0000,2025-03-04T18:37:50+0000,"Europe, Middle East, & Africa|AWS DevTools Hero|Meetup Organizer|2021|Open Source Contributor|Blogger"
Gillian McCann,"Ireland, United Kingdom",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/gillian-mccann/?did=dh_card&trk=dh_card,Hero since 2018,"<p>Gillian is Co-Founder and CTO of Workgrid Software where she focuses on Serverless SaaS Architecture...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/gillian-mccann/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/user-groups/gillian_mccann-round.37c7ff38a72536fd6731c181ff7d9c0ba1daeffe.png,2019-02-19T19:54:21+0000,2025-03-04T18:37:50+0000,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Conference Speaker|Blogger|2018"
Gojko Adzic,"London, United Kingdom",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/gojko-adzic/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Gojko Adzic is a partner at Neuri Consulting LLP and a co-founder of MindMup...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/gojko-adzic/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/gojkoadzic-headshotcircle-100px.2c4c2dc21009fb69b0561315cd4cd35fdce8ce24.png,2019-09-05T03:04:18+0000,2025-03-04T18:37:50+0000,"Europe, Middle East, & Africa|AWS Serverless Hero|Conference Speaker|2019|Blogger|Technical Author"
Goran Opacic,"Belgrade, Serbia",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/goran-opacic/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Goran is the CEO and owner of Esteh and community leader of AWS User Group Belgrade...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/goran-opacic/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/goran-opacic-circular-headshot.9a48d689d182979319a16f0009d54983995c840d.png,2019-11-06T17:19:41+0000,2025-03-04T18:37:50+0000,"Europe, Middle East, & Africa|Conference Speaker|Meetup Organizer|Blogger|AWS Data Hero|2019"
Guillermo Fisher,"Norfolk, USA",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/guillermo-fisher/?did=dh_card&trk=dh_card,Hero since 2019,"<p>Guillermo Fisher is the Director of Engineering at Untapped—a diversity recruiting platform that helps...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/guillermo-fisher/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/guillermo-fisher-circular-headshot.a94f588b3b21c5006f4f94cd5bb741d925f82ca6.png,2019-11-06T17:19:46+0000,2025-03-04T18:37:51+0000,Americas|Conference Speaker|North America|2019|AWS Data Hero|Blogger|Technical Author
Guy Ernest," Woodinville, WA, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/guy-ernest?did=dh_card&trk=dh_card,Hero since 2019,"<p>Guy is busy in taking machine learning and AI to the masses. The main audience...</p><p><a href=""https://aws.amazon.com/developer/community/heroes/guy-ernest?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/guye-headshotcircle-100px.0bc5c8e860a6825dc51cebbc610c71d633b9266f.png,2019-06-05T16:47:09+0000,2025-03-04T18:37:51+0000,Americas|AWS Machine Learning Hero|Conference Speaker|2019|Blogger|Technical Author
Hazel Saenz,"Guatemala, Guatemala",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/hazel-saenz/?did=dh_card&trk=dh_card,Hero since 2024,"<p>Hazel is a Software Architect at Cognits, a software development company that assists businesses in the U.S...</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/hazel-saenz/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/hazel-100.b33f18a96006f3f173a75af760db2b063f5e5e3f.png,2024-03-04T16:53:11+0000,2025-03-04T18:37:51+0000,latam|AWS Serverless Hero|Meetup Organizer|Latin America|2024|2024|Blogger
Hidetoshi Matsui,"Hamamatsu, Japan",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/hidetoshi-matsui/?did=dh_card&trk=dh_card,Hero since 2021,"<p>Hidetoshi Matsui is a developer at Startup Technology Inc. and a member of the Japan AWS…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/hidetoshi-matsui/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matsui-hidetoshi.798586faf2d8615270a07eb6a7cfc71b0e069f84.png,2021-06-03T18:06:45+0000,2025-03-04T18:37:51+0000,Asia Pacific|AWS Serverless Hero|Conference Speaker|2021|Blogger|Open Source Contributor
Hirokazu Hatano,"Tokyo, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/hirokazu-hatano/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Hirokazu Hatano is the founder & CEO of Operation Lab, LLC., which focuses on…</p><p><a href=""https://aws.amazon.com/developer/community/heroes/hirokazu-hatano/?did=dh_card-body&trk=dh_card-body"" target=""_blank"" rel=""noopener"">Learn more »</a></p>",https://d1.awsstatic.com/Developer%20Marketing/developer-center/hirokazu-hatano.a17049b7f39e8bea32ae0fe61297687512931bf0.png,2020-08-20T17:34:36+0000,2025-03-04T18:37:51+0000,Asia Pacific|2020|AWS Community Hero|Meetup Organizer|Technical Author
Hiroko Nishimura,"Washington D.C., USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/hiroko-nishimura/?did=dh_card&trk=dh_card,Hero since 2020,"<p>Hiroko Nishimura (Hiro) founded AWS Newbies, published &ldquo;AWS for Non-Engineers&rdquo;, and teaches&hellip;</p>

<p><a href=""https://aws.amazon.com/developer/community/heroes/hiroko-nishimura/?did=dh_card-body&amp;trk=dh_card-body"" rel=""noopener"" target=""_blank"">Learn more &raquo;</a></p>
",https://d1.awsstatic.com/Developer%20Marketing/developer-center/Hiro%20Nishimura.eebd9488282fcbed94e1f4fe118b603e1a1d0fff.png,2020-11-12T19:06:40+0000,2025-03-04T18:37:51+0000,Trainer / Educator|2020|AWS Community Hero|Americas|Blogger|Technical Author
